名前,タイプ,分類,威力,PP,説明,効果
とげキャノン,ノーマル,ぶつり,20,15,鋭いハリを相手に発射して攻撃する。２ー５回のあいだ連続でだす。,"Inflicts regular damage.  Hits 2?5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
からみつく,ノーマル,ぶつり,10,35,触手やツタなどをからみつけて攻撃する。相手の素早さをさげることがある。,Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.
ドわすれ,エスパー,へんか,,20,頭をからにして一瞬なにかを忘れることで自分の特防をぐーんとあげる。,Raises the user's Special Defense by two stages.
スプーンまげ,エスパー,へんか,,15,スプーンをまげて注意をひき相手の命中率をさげる。,Lowers the target's accuracy by one stage.
タマゴうみ,ノーマル,へんか,,5,最大ＨＰの半分自分のＨＰを回復する。仲間にＨＰをわけることもできる。,Heals the user for half its max HP.
とびひざげり,かくとう,ぶつり,130,10,ジャンプからのひざげりで相手を攻撃する。はずすと自分がダメージを受ける。,"Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.

This move cannot be used while gravity is in effect."
へびにらみ,ノーマル,へんか,,30,おなかの模様でおびえさせて相手をまひの状態にする。,Paralyzes the target.
ゆめくい,エスパー,とくしゅ,100,15,寝ている相手の夢を食べて攻撃する。ダメージの半分のＨＰを回復する。,Fails if not used on a sleeping Pok?mon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.
どくガス,どく,へんか,,40,毒ガスを相手の顔に吹きかけて毒の状態にする。,Poisons the target.
たまなげ,ノーマル,ぶつり,15,20,まるいものを相手に投げつけて攻撃する。２ー５回のあいだ連続でだす。,"Inflicts regular damage.  Hits 2?5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
きゅうけつ,むし,ぶつり,80,10,血を吸い取って相手を攻撃する。与えたダメージの半分のＨＰを回復できる。,Inflicts regular damage.  Drains half the damage inflicted to heal the user.
あくまのキッス,ノーマル,へんか,,10,恐ろしい顔でキスをせまる。相手を眠り状態にする。,Puts the target to sleep.
ゴッドバード,ひこう,ぶつり,140,5,２ターン目に相手を攻撃する。たまにひるませる。急所にも当たりやすい。,"Inflicts regular damage.  User charges for one turn before attacking.  Critical hit chance is one level higher than normal.  Has a 30% chance to make the target flinch.

This move cannot be selected by sleep talk."
へんしん,ノーマル,へんか,,10,相手のポケモンに変身することで相手とまったく同じ技が使える。,"User copies the target's species, weight, type, ability, calculated stats (except HP), and moves.  Copied moves will all have 5 PP remaining.  IVs are copied for the purposes of hidden power, but stats are not recalculated.

choice band, choice scarf, and choice specs stay in effect, and the user must select a new move.

This move cannot be copied by mirror move, nor forced by encore."
あわ,みず,とくしゅ,40,30,無数の泡を相手に吹きかけて攻撃する。相手の素早さをさげることがある。,Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.
ピヨピヨパンチ,ノーマル,ぶつり,70,10,リズミカルにパンチをくりだして相手を攻撃する。混乱させることがある。,Inflicts regular damage.  Has a 20% chance to confuse the target.
キノコのほうし,くさ,へんか,,15,催眠効果のある胞子をパラパラとふりまき相手を眠り状態にする。,Puts the target to sleep.
フラッシュ,ノーマル,へんか,,20,まぶしい光で相手の命中率をさげる。,Lowers the target's accuracy by one stage.
サイコウェーブ,エスパー,とくしゅ,,15,不思議な念波を相手に発射して攻撃する。使うたびにダメージが変わる。,"Inflicts typeless damage between 50% and 150% of the user's level, selected at random in increments of 10%."
はねる,ノーマル,へんか,,40,攻撃もせずにピョンピョンと跳ねるだけでなにもおこらない……。,"Does nothing.

This move cannot be used while gravity is in effect."
とける,どく,へんか,,20,細胞の変化で液状になり自分の防御をぐーんとあげる。,Raises the user's Defense by two stages.
クラブハンマー,みず,ぶつり,100,10,大きなハサミを相手にたたきつけて攻撃する。急所に当たりやすい。,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
だいばくはつ,ノーマル,ぶつり,250,5,大きな爆発で自分の周りにいるものを攻撃する。使ったあとにひんしになる。,"User faints, even if the attack fails or misses.  Inflicts regular damage."
みだれひっかき,ノーマル,ぶつり,18,15,ツメやカマなどで相手をひっかいて攻撃する。２ー５回のあいだ連続でだす。,"Inflicts regular damage.  Hits 2?5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
ホネブーメラン,じめん,ぶつり,50,10,手に持ったホネを相手に投げつけ行きと帰りの２回連続でダメージを与える。,Inflicts regular damage.  Hits twice in one turn.
ねむる,エスパー,へんか,,5,２ターンのあいだ眠り続ける。自分のＨＰと状態異常をすべて回復する。,"User falls to sleep and immediately regains all its HP.  If the user has another major status effect, sleep will replace it.  The user will always wake up after two turns, or one turn with early bird.

This move fails if the Pok?mon cannot fall asleep due to uproar, insomnia, or vital spirit.  It also fails if the Pok?mon is at full health or is already asleep."
いわなだれ,いわ,ぶつり,75,10,大きな岩を激しくぶつけて攻撃する。相手をひるませることがある。,Inflicts regular damage.  Has a 30% chance to make the target flinch.
ひっさつまえば,ノーマル,ぶつり,80,15,鋭い前歯で強くかみついて攻撃する。相手をひるませることがある。,Inflicts regular damage.  Has a 10% chance to make the target flinch.
かくばる,ノーマル,へんか,,30,体のかどを増やしてカクカクになることで自分の攻撃をあげる。,Raises the user's Attack by one stage.
テクスチャー,ノーマル,へんか,,30,自分のタイプをおぼえている技で一番上の技と同じタイプにする。,"User's type changes to the type of one of its moves, selected at random.  hidden power and weather ball are treated as normal.  Only moves with a different type are eligible, and curse is never eligible.  If the user has no suitable moves, this move will fail."
トライアタック,ノーマル,とくしゅ,80,10,３つの光線で攻撃する。まひかやけどかこおり状態のどれかにすることがある。,"Inflicts regular damage.  Has a 20% chance to burn, freeze, or paralyze the target.  One of these effects is selected at random; they do not each have independent chances to occur."
いかりのまえば,ノーマル,ぶつり,,10,鋭い前歯で激しくかみついて攻撃する。相手のＨＰは半分になる。,Inflicts typeless damage equal to half the target's remaining HP.
